row_id,algorithm_name,test_string_id,rng_seed,timestamp,key_hex,key_size_bits,plaintext_hex,ciphertext_hex,plaintext_length,ciphertext_length,encryption_time_ms,shannon_entropy,chi_square_statistic,avalanche_effect,encryption_successful,decryption_successful,overall_status
11,3DES-ECB,1,53,2026-01-02T10:04:29.227471,d59261ecd4ad12e5e663f02d9ee95c3e6682f938b1152266,192,48656c6c6f2c20576f726c6421,901f7a6140a173898a0d088806821810,13,16,0.0982999918051064,3.180832987205441,400.53846153846155,0.0,True,True,SUCCESS
12,3DES-ECB,2,54,2026-01-02T10:04:29.227648,0c3c64c7d784dcb4da9b5193ddd75094a76f4499d87be77b,192,54686520717569636b2062726f776e20666f78206a756d7073206f76657220746865206c617a7920646f67,9902ef0c562e21e1e819711e026550ee16fa915b667b6e3d04d0c64906db59ad7935ad52ec80787737b19e39e477a029,43,48,0.03060000017285347,4.431965045349459,689.2790697674421,0.0,True,True,SUCCESS
13,3DES-ECB,3,55,2026-01-02T10:04:29.227797,3fdd8c2b647c411c64c8cb5411fc1591608f4f7574cdc7f0,192,31323334353637383930,51cd128d367087c7497e9f0e9442352a,10,16,0.02989999484270811,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
14,3DES-ECB,4,56,2026-01-02T10:04:29.227945,ec4107184761b3867228ac3d0c75fef1fbee6e5183b6c47d,192,4142434445464748494a4b4c4d4e4f505152535455565758595a,a397f8c3e33bc24fb7b6e84911e4819ac006bd2bb98979588de07e4fd0991285,26,32,0.0236999912885949,4.70043971814109,229.9999999999999,0.0,True,True,SUCCESS
15,3DES-ECB,5,57,2026-01-02T10:04:29.228088,24e5392dbfd82e02acd8f27589ac63997bb3b9356c6719f7,192,21402324255e262a28295f2b2d3d7b7d5b5d7c3a3b3c3e3f2c2e2f,4bcbafba338578d39bfd90eaa791789661af60bfb39f70661c00a496d2be85bb,27,32,0.02130000211764127,4.754887502163471,229.00000000000014,0.0,True,True,SUCCESS
16,3DES-ECB,6,58,2026-01-02T10:04:29.228243,5681c1c81674a6c63967c616c8978183abc680ce57a4b331,192,4c6f72656d20697073756d20646f6c6f722073697420616d65742c20636f6e73656374657475722061646970697363696e6720656c69742e,4874358462b8dab353e3da3514fed8fcdc4051e9cbf62e527b29cd0279eaf9ea3611dfc3400d3eaadba6d08ed0559859d0f2986360cff4164ef8704193935cc2,56,64,0.021700005163438618,4.010119155734493,958.857142857143,0.0,True,True,SUCCESS
17,3DES-ECB,7,59,2026-01-02T10:04:29.228379,0553e5329e12d4ed684ffa22e7956f00ec80d687da194182,192,00010203040506070809,f0a13b3cc740ccd0456887266aceae8d,10,16,0.023300002794712782,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
18,3DES-ECB,8,60,2026-01-02T10:04:29.228534,a89a5c033a98474674cb511c3b7822cabeb3ed0b9adc285c,192,61616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161,b35ec23967e99d8ab35ec23967e99d8ab35ec23967e99d8ab35ec23967e99d8ab35ec23967e99d8ab35ec23967e99d8ab35ec23967e99d8ab35ec23967e99d8ab35ec23967e99d8ab35ec23967e99d8ab35ec23967e99d8ab35ec23967e99d8aee0a9378262527a4,100,104,0.02300000051036477,0.0,25500.0,0.0,True,True,SUCCESS
19,3DES-ECB,9,61,2026-01-02T10:04:29.228683,94f0cb954283cce9cb33a6ad8ec188f492c967abc85c2885,192,54657374696e6720656e6372797074696f6e207769746820766172696f75732064617461207061747465726e732e2e2e,3e135be48bf60c586046a921a8d956ee41a910262ca45c2e56765b5ec80d72329159a69533075b4f545573be187380844981f4df69cee900,48,56,0.020799998310394585,4.040400719733289,816.0,0.0,True,True,SUCCESS
20,3DES-ECB,10,62,2026-01-02T10:04:29.228828,0c498fe7efac692b481adb35f3bb2d62fc72aeb61210af5d,192,46696e616c207465737420737472696e6720666f722063727970746f6772617068696320616e616c797369732e,a6042b2b0a183d582893a1be8dfa71e1ad3762f6e2c848129e3fc4a94df83847344c87351c24409461879c6bf162dea4,45,48,0.021100000594742596,3.9726413635163356,768.5111111111111,0.0,True,True,SUCCESS
21,AES-128-CBC,1,63,2026-01-02T10:04:29.229609,4c3e158ac5de45455e7849c0ba20a43c,128,48656c6c6f2c20576f726c6421,b040e9291f72803b9d7e902f5e69bc7f,13,16,0.41090000013355166,3.180832987205441,400.53846153846155,0.0,True,True,SUCCESS
22,AES-128-CBC,2,64,2026-01-02T10:04:29.229867,90dab6372e83f108b9312de61bd6de0c,128,54686520717569636b2062726f776e20666f78206a756d7073206f76657220746865206c617a7920646f67,5b5c79368a8045f8fa6254ad218e9cf7732b8cb859a678f8e564596420e8aeec324a5421a571d967a853c30e7e2e9cc7,43,48,0.05080000846646726,4.431965045349459,689.2790697674421,0.0,True,True,SUCCESS
23,AES-128-CBC,3,65,2026-01-02T10:04:29.230220,b947d0c0ff6570678e495e114a756fd0,128,31323334353637383930,143e3c06d59c6da10f8545d68064f7d4,10,16,0.03099998866673559,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
24,AES-128-CBC,4,66,2026-01-02T10:04:29.230434,020191303679ebfba57c9b4d570ea394,128,4142434445464748494a4b4c4d4e4f505152535455565758595a,ebcab83e150ae10687db1c3a191d9e9484d08668859cc5031f553c91213d9a91,26,32,0.05269999383017421,4.70043971814109,229.9999999999999,0.0,True,True,SUCCESS
25,AES-128-CBC,5,67,2026-01-02T10:04:29.230696,12289866d508c623a9e4417cb4610261,128,21402324255e262a28295f2b2d3d7b7d5b5d7c3a3b3c3e3f2c2e2f,c2d3c5248b16ffb074c6a674316594506341600c52c97e9473ffcfe9cdc5dbc3,27,32,0.038399986806325614,4.754887502163471,229.00000000000014,0.0,True,True,SUCCESS
26,AES-128-CBC,6,68,2026-01-02T10:04:29.230857,27d537f9fc1dbe4803865e0546b9ad0d,128,4c6f72656d20697073756d20646f6c6f722073697420616d65742c20636f6e73656374657475722061646970697363696e6720656c69742e,d34bb4da3f9ae3223b24e1c240561d882579ca7e56a8792532b9f9b63f26f354b21bcddc8306d0f7ab5607281736a0ab456749773a49b1153782e032b249683b,56,64,0.024199995095841587,4.010119155734493,958.857142857143,0.0,True,True,SUCCESS
27,AES-128-CBC,7,69,2026-01-02T10:04:29.230994,b06fe5f1054520e78a23edaaa58333d6,128,00010203040506070809,55f96cd7c92b9bdd2148530b90220dac,10,16,0.023800006601959467,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
28,AES-128-CBC,8,70,2026-01-02T10:04:29.231153,e16537e69955a7aadba586f4d206fa6e,128,61616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161,33d36cdc979c17360afa14714711fdd078a80e097d44fa4b70bc742e37511e46b80135e656e2bb5beb9de91575b48dc7595d68ba93612e2a0c424e753067320c6adb07669b18a9821901f4f31650420f7047afba90651066940a9e8710496af6206abcf2e8cf1e20fcda25413a1842d7,100,112,0.025599991204217076,0.0,25500.0,0.0,True,True,SUCCESS
29,AES-128-CBC,9,71,2026-01-02T10:04:29.231309,2570f40e0680184329f4ef6fccd57dcd,128,54657374696e6720656e6372797074696f6e207769746820766172696f75732064617461207061747465726e732e2e2e,88840af71b48e74fe0cdf81fdfde419f640ef2fbfa50debef29987e2ebcd291c6b5f0c7dec2d3b955e47e74f418449bbfb43d0204dd78e28960599515a874b0c,48,64,0.021899992134422064,4.040400719733289,816.0,0.0,True,True,SUCCESS
30,AES-128-CBC,10,72,2026-01-02T10:04:29.231448,f164e993c80c9f821be9ce19953db8e3,128,46696e616c207465737420737472696e6720666f722063727970746f6772617068696320616e616c797369732e,c2e11b6232f8795132b58314ff6e42228ebdec4e85f0ccf901ea8dcf2882b5857aff7271781a456d31907d218315dd5c,45,48,0.01960000372491777,3.9726413635163356,768.5111111111111,0.0,True,True,SUCCESS
31,AES-128-CFB,1,73,2026-01-02T10:04:29.232378,9015d998034a4e69ef90b5e65a0dfe99,128,48656c6c6f2c20576f726c6421,092f59e43a5213d06653a6430a,13,13,0.4673000075854361,3.180832987205441,400.53846153846155,0.0,True,True,SUCCESS
32,AES-128-CFB,2,74,2026-01-02T10:04:29.232604,359780333958032bdbed6eeb19f86568,128,54686520717569636b2062726f776e20666f78206a756d7073206f76657220746865206c617a7920646f67,0c8afa80f4f05975c46c3cd370cf948f2d66d6d433ab982644d5f6888ed051dff4082a548d2fc1b90016ba,43,43,0.04359999729786068,4.431965045349459,689.2790697674421,0.0,True,True,SUCCESS
33,AES-128-CFB,3,75,2026-01-02T10:04:29.232759,d6c753665cd063c244fe02485e80431a,128,31323334353637383930,d4f4e91467802d131df9,10,10,0.028700000257231295,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
34,AES-128-CFB,4,76,2026-01-02T10:04:29.232911,3a8c4d71d731247971971b56f2f72156,128,4142434445464748494a4b4c4d4e4f505152535455565758595a,89afabd33e062d1be39b396e7eee9c620b926f94d262862ae769,26,26,0.023600005079060793,4.70043971814109,229.9999999999999,0.0,True,True,SUCCESS
35,AES-128-CFB,5,77,2026-01-02T10:04:29.233058,ba452acfedb00999344f3e3ea5a166f0,128,21402324255e262a28295f2b2d3d7b7d5b5d7c3a3b3c3e3f2c2e2f,402187e7d55e563c1b8ead807e5779bac2f13269d00c653f90c8ae,27,27,0.021299987565726042,4.754887502163471,229.00000000000014,0.0,True,True,SUCCESS
36,AES-128-CFB,6,78,2026-01-02T10:04:29.233215,e6ddeec9334c10421f3062a6263677d1,128,4c6f72656d20697073756d20646f6c6f722073697420616d65742c20636f6e73656374657475722061646970697363696e6720656c69742e,7fbd72664ad2489ef840b0edec26a14822619900fd694b5e7aba9deb048771a4dd6303f748e8f1abc887ac6593bb2c9f5ccb49f033d61b5c,56,56,0.023599990527145565,4.010119155734493,958.857142857143,0.0,True,True,SUCCESS
37,AES-128-CFB,7,79,2026-01-02T10:04:29.233345,d497813f6eaacbf14bf147fbbea6d7fc,128,00010203040506070809,b2ecfa19b71814f45752,10,10,0.02060001133941114,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
38,AES-128-CFB,8,80,2026-01-02T10:04:29.233489,fb4d6454f427586b23d7f65670e435bc,128,61616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161,5454244861a8206ecb419363fe022e4d354bd558f066691b3936b2e6fb36835963bb5e4da8b578aeed2d2924c9ff4d5fa16ae6e3fe417fa6df1cd6675a2680709b306941fd4ee1817be2245f86087909366e984faf05ec2c281c806ba049407e8fb06510,100,100,0.020400009816512465,0.0,25500.0,0.0,True,True,SUCCESS
39,AES-128-CFB,9,81,2026-01-02T10:04:29.233635,30af71923fd81b8ef053d121ed2e93b2,128,54657374696e6720656e6372797074696f6e207769746820766172696f75732064617461207061747465726e732e2e2e,83c8148d31c7aab562c14f1b5fe6805de355cc64e225a35b9e9713f31a1cb7ef2fd9957aaef9b1695416618bc6ebf0a1,48,48,0.019400002202019095,4.040400719733289,816.0,0.0,True,True,SUCCESS
40,AES-128-CFB,10,82,2026-01-02T10:04:29.233776,96853df36940f5b0a741957558604165,128,46696e616c207465737420737472696e6720666f722063727970746f6772617068696320616e616c797369732e,681527e1110fbcbd63660f09c86b68044bf93e238fb92fabf6fbe8e332fc9f80de2c73d16803b18d10edd2be24,45,45,0.019500002963468432,3.9726413635163356,768.5111111111111,0.0,True,True,SUCCESS
41,AES-128-CTR,1,83,2026-01-02T10:04:29.234357,dc7f8291d0c44907d88df97712d220f2,128,48656c6c6f2c20576f726c6421,7d3e60bdf5c5070a307877d24d,13,13,0.0931999966269359,3.180832987205441,400.53846153846155,0.0,True,True,SUCCESS
42,AES-128-CTR,2,84,2026-01-02T10:04:29.234565,e34768fb9d9309d8ad78177f531b3737,128,54686520717569636b2062726f776e20666f78206a756d7073206f76657220746865206c617a7920646f67,975c7eeb1e959d4299bd7b0189242a78ea595c5ad44ef1f38dd70c12844f852319a88b7e22133b74aa5c3f,43,43,0.045200009481050074,4.431965045349459,689.2790697674421,0.0,True,True,SUCCESS
43,AES-128-CTR,3,85,2026-01-02T10:04:29.234720,9bf1feaf874ac46a14c462bf748efcdf,128,31323334353637383930,f8b8895b719f1f6f826d,10,10,0.026500012609176338,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
44,AES-128-CTR,4,86,2026-01-02T10:04:29.234872,6d0d8357e70084a7b3175c14923eb638,128,4142434445464748494a4b4c4d4e4f505152535455565758595a,4eb0d229089dcd03e8a3da582fd25b37e6302e7b7d638cba7ddc,26,26,0.023500004317611456,4.70043971814109,229.9999999999999,0.0,True,True,SUCCESS
45,AES-128-CTR,5,87,2026-01-02T10:04:29.235019,0cb8903dd44d0fa3869dc7a16a277cbb,128,21402324255e262a28295f2b2d3d7b7d5b5d7c3a3b3c3e3f2c2e2f,87328845e5312248f611c5223a42fa117d3f1fcf7838313a16d7cf,27,27,0.022200008970685303,4.754887502163471,229.00000000000014,0.0,True,True,SUCCESS
46,AES-128-CTR,6,88,2026-01-02T10:04:29.235214,db91ea17f4533ce224fb17031f7c754b,128,4c6f72656d20697073756d20646f6c6f722073697420616d65742c20636f6e73656374657475722061646970697363696e6720656c69742e,13f29eaafcc5c6048869c706931de5b5ae2732c297811a732b5685cf5bb1be40cf6136e399cdd381918e25269356f3527afbbab6d4a79572,56,56,0.021599989850074053,4.010119155734493,958.857142857143,0.0,True,True,SUCCESS
47,AES-128-CTR,7,89,2026-01-02T10:04:29.235430,e96b45076865f6483a2d69a2613509c9,128,00010203040506070809,44d12568ede6ac635bf3,10,10,0.055199998314492404,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
48,AES-128-CTR,8,90,2026-01-02T10:04:29.235604,81a5f89ea8b9e2d75181a52ae1584430,128,61616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161,a16246f5b88b4a5356533d73f17a331e5868b0e9beea74602b26e82ed349fc3128fefdfd8a89a3fd07fe79948748554ef93e5a2bbd3889016fb9c236504ba87109d86ff1962e05e4784a24159da86e0e91ac9a6f9339c5912aad7f0f4ac8d1970e31d231,100,100,0.02750000567175448,0.0,25500.0,0.0,True,True,SUCCESS
49,AES-128-CTR,9,91,2026-01-02T10:04:29.235771,d1742d54a2b06b7edc4d2771637d6139,128,54657374696e6720656e6372797074696f6e207769746820766172696f75732064617461207061747465726e732e2e2e,bde1d2c6a5497e502471cbc3bac1f012b9b0659d8a816a3a00dec76b246f119011acbe47ab07e59be73658175bd49287,48,48,0.023100001271814108,4.040400719733289,816.0,0.0,True,True,SUCCESS
50,AES-128-CTR,10,92,2026-01-02T10:04:29.236016,c12dbc3a153136bcad5949a56edbf0a6,128,46696e616c207465737420737472696e6720666f722063727970746f6772617068696320616e616c797369732e,cf2a7059da4d4d39f8334701cd04d439c4f95e7b70df61a31a6486c509785c1e6c09dfd2b57e7bf533236d8ce8,45,45,0.030800001695752144,3.9726413635163356,768.5111111111111,0.0,True,True,SUCCESS
51,AES-128-ECB,1,93,2026-01-02T10:04:29.236420,0fc743891a90ea30daa64171f07609a2,128,48656c6c6f2c20576f726c6421,f3ac647cfbc4cb392d85e0c1421f6049,13,16,0.06690000009257346,3.180832987205441,400.53846153846155,0.0,True,True,SUCCESS
52,AES-128-ECB,2,94,2026-01-02T10:04:29.236604,5352549326ae57d42f756b0ad38e1f27,128,54686520717569636b2062726f776e20666f78206a756d7073206f76657220746865206c617a7920646f67,eb4b71c58b37c79fda01ea2a920dc6522d341d5bc2ae479858d91f11db31065d33b134f47fe4791f0ee57a6c36a2fd85,43,48,0.03239999932702631,4.431965045349459,689.2790697674421,0.0,True,True,SUCCESS
53,AES-128-ECB,3,95,2026-01-02T10:04:29.236748,2d1ec9484bc40aabd008f325bd155c2c,128,31323334353637383930,6037f0f55af8b5a5fe9dc5b9b7495e85,10,16,0.02379999205004424,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
54,AES-128-ECB,4,96,2026-01-02T10:04:29.236887,70bb16e6d0f040afe2c7aa539f3cd665,128,4142434445464748494a4b4c4d4e4f505152535455565758595a,3b739e0d3aa071d08d9860f493661612302bf444e4a695b89b48b7ea1359cd77,26,32,0.019800005247816443,4.70043971814109,229.9999999999999,0.0,True,True,SUCCESS
55,AES-128-ECB,5,97,2026-01-02T10:04:29.237019,d983be7bd167a9237088e50a6bd308d6,128,21402324255e262a28295f2b2d3d7b7d5b5d7c3a3b3c3e3f2c2e2f,e8a7c8f7d03f3162cf9462202e8dad1c3fed3ae84d5a6e0005670083fa81eb00,27,32,0.018699996871873736,4.754887502163471,229.00000000000014,0.0,True,True,SUCCESS
56,AES-128-ECB,6,98,2026-01-02T10:04:29.237158,4ab87d10c00546bcf1256666b1b7956f,128,4c6f72656d20697073756d20646f6c6f722073697420616d65742c20636f6e73656374657475722061646970697363696e6720656c69742e,d5695dc0f459d8d4eecb634ec29c9a16ed69807a2ad640191b24d11a85282bb66f2651fa4d3053317c919754c0d9facf05f10addaea3efe0ee549577582b3c55,56,64,0.018099992303177714,4.010119155734493,958.857142857143,0.0,True,True,SUCCESS
57,AES-128-ECB,7,99,2026-01-02T10:04:29.237279,0cabf8261589668f40adcc320c43e6a2,128,00010203040506070809,af5eb167633f805762dfbc86e399b12d,10,16,0.01829999382607639,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
58,AES-128-ECB,8,100,2026-01-02T10:04:29.237418,0824787eed362ec58a82291516226801,128,61616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161,06dc0c5c0c27a6ed018d1ee8823cc58206dc0c5c0c27a6ed018d1ee8823cc58206dc0c5c0c27a6ed018d1ee8823cc58206dc0c5c0c27a6ed018d1ee8823cc58206dc0c5c0c27a6ed018d1ee8823cc58206dc0c5c0c27a6ed018d1ee8823cc582c838c70c98791a4f7107094e6ba0c666,100,112,0.018399994587525725,0.0,25500.0,0.0,True,True,SUCCESS
59,AES-128-ECB,9,101,2026-01-02T10:04:29.237558,04bb28fefab82ca7b6681df85998bcdc,128,54657374696e6720656e6372797074696f6e207769746820766172696f75732064617461207061747465726e732e2e2e,489725621f08e3ee5c18f70d4853be97f0b5c28d28322cb88f6aabe07fefbbd0dd270e299d0f5b5c28f33d3777eb0a65fcd29e6ca373197fa988ec66794529e9,48,64,0.01820000761654228,4.040400719733289,816.0,0.0,True,True,SUCCESS
60,AES-128-ECB,10,102,2026-01-02T10:04:29.237691,6b8db5e86ecedab6cc16ca1d6170cafb,128,46696e616c207465737420737472696e6720666f722063727970746f6772617068696320616e616c797369732e,795f7cbaedaa9b0e55c1232262dd2916c993ea291b6c725d6baa87d86bc5e0249b49bc6a47626105b04d2454a062a4cc,45,48,0.017400001524947584,3.9726413635163356,768.5111111111111,0.0,True,True,SUCCESS
61,AES-128-GCM,1,103,2026-01-02T10:04:29.238848,807bcda03693a84c8315b4707043e376,128,48656c6c6f2c20576f726c6421,624577e59e365de5887497e25a,13,13,0.6285999988904223,3.180832987205441,400.53846153846155,0.0,True,True,SUCCESS
62,AES-128-GCM,2,104,2026-01-02T10:04:29.239077,0968c18d07040308d30584389c2ba942,128,54686520717569636b2062726f776e20666f78206a756d7073206f76657220746865206c617a7920646f67,e86dc6d2b6b00a1ff8faa6298116e202fbb1380c863eab82c4bfff6ee2e45280023829713f38e86f9abdd9,43,43,0.05729999975301325,4.431965045349459,689.2790697674421,0.0,True,True,SUCCESS
63,AES-128-GCM,3,105,2026-01-02T10:04:29.239225,b560e5a92cff1aa007fb60fa22c5accc,128,31323334353637383930,4a82848563090e95db56,10,10,0.028299997211433947,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
64,AES-128-GCM,4,106,2026-01-02T10:04:29.239372,a26ef13503702ae11ffd741cc41d90ad,128,4142434445464748494a4b4c4d4e4f505152535455565758595a,837f1df8251bc8ae224828183839503fe1a656fc420f1d05d532,26,26,0.02300000051036477,4.70043971814109,229.9999999999999,0.0,True,True,SUCCESS
65,AES-128-GCM,5,107,2026-01-02T10:04:29.239513,badb9645251a15394d614ada3c1f0c82,128,21402324255e262a28295f2b2d3d7b7d5b5d7c3a3b3c3e3f2c2e2f,d1352dd882c59927f551b015ebf0617b9d6cc1efd0a3c1adc6763c,27,27,0.02139998832717538,4.754887502163471,229.00000000000014,0.0,True,True,SUCCESS
66,AES-128-GCM,6,108,2026-01-02T10:04:29.239814,1d5c5f51354ec15fb92720f13db562fd,128,4c6f72656d20697073756d20646f6c6f722073697420616d65742c20636f6e73656374657475722061646970697363696e6720656c69742e,596aff099edb899d936bc56806238d81cfb83d9ef866559fae3343a146f39864db010b4c4bdca3cb6781a260610f619c4cffc1b1e36b5113,56,56,0.021400002879090607,4.010119155734493,958.857142857143,0.0,True,True,SUCCESS
67,AES-128-GCM,7,109,2026-01-02T10:04:29.240023,2f200b24bc1d29b5347b451bebfa8a62,128,00010203040506070809,a7e1593e229cb3800825,10,10,0.05440000677481294,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
68,AES-128-GCM,8,110,2026-01-02T10:04:29.240274,4b56147327af26ab2473c2d4f18228b1,128,61616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161,6fc36388702c7303372a5fdb45702ffe2851e3250d0738b02d78c8ed529da739dc63a14959d5fe13ec9183ebe5f967ee0b8555e35e22b858d8349c6196bb4dcebf40b3d6e17d0ae45eb903c7952b10bf1bb40ee0456fc0a416ee21160e0484ede13a7905,100,100,0.06160000339150429,0.0,25500.0,0.0,True,True,SUCCESS
69,AES-128-GCM,9,111,2026-01-02T10:04:29.240512,eb3d2af69eed9e34f4d053c3821cfa24,128,54657374696e6720656e6372797074696f6e207769746820766172696f75732064617461207061747465726e732e2e2e,28715d94c8e5a8e9e4ab5c9231d8d6446cb6f459de83529337b3a75fe3089232957186abce29f29d0910b50c60678e29,48,48,0.04499999340623617,4.040400719733289,816.0,0.0,True,True,SUCCESS
70,AES-128-GCM,10,112,2026-01-02T10:04:29.240746,6ce896dc2319980099589779a1039967,128,46696e616c207465737420737472696e6720666f722063727970746f6772617068696320616e616c797369732e,9c967fec912ce0adbf5fe0db97cb971e65b91eb6788900826460cbdbb93d217e6031720b2b9db01211b5da8e4c,45,45,0.028000009479001164,3.9726413635163356,768.5111111111111,0.0,True,True,SUCCESS
71,AES-128-OFB,1,113,2026-01-02T10:04:29.241095,cddfe6ff7cb3b5056a7f6ad9036ac6ed,128,48656c6c6f2c20576f726c6421,f41e01f02d71b99de2461b7a1c,13,13,0.07429999823216349,3.180832987205441,400.53846153846155,0.0,True,True,SUCCESS
72,AES-128-OFB,2,114,2026-01-02T10:04:29.241290,fe24ef11d883401ba9028e631e8cacf9,128,54686520717569636b2062726f776e20666f78206a756d7073206f76657220746865206c617a7920646f67,e536bab17352eb6485cbe88e9a626c8e8d998f08f12bbd661360ae1be0330019a4513664c70917cabd5ae4,43,43,0.02890000178012997,4.431965045349459,689.2790697674421,0.0,True,True,SUCCESS
73,AES-128-OFB,3,115,2026-01-02T10:04:29.241438,657efa5b390bf0c5b1df0d9087bacce8,128,31323334353637383930,b69da7fc10f06c5fd730,10,10,0.02549999044276774,3.321928094887362,245.99999999999997,0.0,True,True,SUCCESS
